Country,Location,Activity,Fatal Y/N,Species
USA,"Stuart Beach, Martin County",Surfing,N,1.8 m to 2.4 m [6' to 8'] shark
SOUTH AFRICA,Oudekraal,Spearfishing,N,5 m  [16.5'] white shark
USA,"Russian Gulch, Jenner, Sonoma County","Free diving / spearfishing, from paddleboard & floating on the surface",N,White shark
USA,"Trinidad State Beach, Humboldt County",Kayaking,N,2.5 m to 3 m [8.25' to 10']  white shark
USA,"Juno Beach / North Palm Beach, Palm Beach County",SCUBA diving,N,Shark involvement prior to death could not be determined
USA,"Trinidad Head, Humboldt County",Surfing,N,5 m to 6 m [16.5' to 20'] white shark
USA,"Mustang Island, Nueces County",Surfing,N,Unknown
USA,"Near Port Aransas, Nueces County",Wade fishing,N,Unknown
USA,"Mustang Island State Park, Nueces County",Wading,N,Unknown
USA,"Perdido Key near the Florida Panhandle, Escambia County",Surfing,N,Unknown
SOUTH AFRICA,Mossel Bay,Scuba diving (but on surface),Y,"4.5 m [14'9""] white shark"
BAHAMAS,Bimini,Spearfishing,N,1.2 m to 1.5 m [4' to 5'] shark
SOUTH AFRICA,Protea Reef,Fishing,N,"6 m, 600-kg shark"
AUSTRALIA,Outer Barrier Reef near Port Douglas,Snorkeling,N,2 m hammerhead
AUSTRALIA,Outer Barrier Reef near Port Douglas,"Snorkeling, possibly holding a fish",N,2 m hammerhead
SOUTH AFRICA,Cintsa East,Resting on surfboard,N,"5.5 m [18'] white shark, identified by  tooth marks"
SOUTH AFRICA,Cape Recife,Lying on surfboard & paddling,N,"2.3 m [7.5'] white shark, identified by M. Smale"
AUSTRALIA,Greenmount Beach,Surfing,N,"Tiger shark, 3 m"
AUSTRALIA,"Dingo Reef, 80 nm off Townsville",Free diving for trochus,Y,Unknown
AUSTRALIA,Fingal Beach,Surfing,N,3 m shark
AUSTRALIA,Fingal Beach,Surfing,N,3 m shark
USA,"Silver (Silva) Channels, Waialua, O'ahu",Sitting on surfboard,N,Unknown
REUNION,Baie de la Mare,Surfing,N,3 m [10'] bull shark
USA,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Scuba diving & spearfishing,Y,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL
USA,"Monster Hole, Sebastian Inlet, Indian River County",Board sailing,N,Unknown
USA,"Montera Beach, San Mateo County",Surfing (sitting on his board),N,3 m to 4 m [10' to 13'] white shark
USA,"Pensacola, Escambia County",Surfing,UNKNOWN,Unknown
USA,"90 miles east of Hilo, Hawai'i",On board 51' fishing vessel One Ki,N,Unknown
AUSTRALIA,Gove Peninsula near Darwin,,UNKNOWN,"Tiger shark, 2m"
AUSTRALIA,Fraser Island,Swimming,N,Shark involvement prior to death was not confirmed
AUSTRALIA,Kilcunda,Surfing,N,White shark
SOUTH AFRICA,Melkbosstrand,Free diving & spearfishing,Y,White shark
USA,"Ehukai Beach Park, Sunset Beach, O'ahu","Wading, knocked down & swept away by large waves",N,Shark involvement prior to death was not confirmed
AUSTRALIA,Mermaid Waters,Swimming in canal,N,"2 m shark, possibly a bronze whaler"
AUSTRALIA,Edith Falls,Swimming,N,Unknown
AUSTRALIA,Shelly Point ,Surfing,N,2.7 m [9'] white shark
USA,"Kahe Point, O'ahu",Scuba diving,N,Shark involvement suspected but not confirmed
USA,Surfside Beach,Surfing,N,4' shark
USA,"Between Wrightsville Beach & Carolina Beach, New Hanover County",Diving,N,Shark involvement suspected but not confirmed
AUSTRALIA,"Surfers Point, Phillip Island",Surfing,UNKNOWN,White shark
SOUTH AFRICA,"Smitswinkel, False Bay",Free diving,N,"White shark, identified by tooth pattern"
USA,"Gulf of Mexico, 22 miles from Pensacola","Fishing, stepped on hooked shark's head",N,150-lb shark
USA,"Off Palos Verdes Estates, Los Angeles",Observing a shark feeding on a carcass of a humpback whale,N,4 to 5 m white shark
USA,"Southeast Farallon Island, Farallon Islands",Hookah diving for abalone (descending),N,4 m to 5 m [13' to 16.5']  white shark
USA,"Salvo, Dare County",Surfing,N,Sandbar shark
USA,24 km off Santa Catalina Island in the Channel Islands,Filming 5' blue shark,N,Blue Shark
AUSTRALIA,SeaWorld Theme Park,Feeding fish,N,Grey nurse shark
USA,"St Augustine, St Johns County",Swimming,N,1.2 m [4'] shark
SOUTH AFRICA,Mossel Bay,Surfing,N,>3.4 m [11'] white shark
AUSTRALIA,Lennox Head,Surfing,N,"Bronze whaler shark, 3 m [10']"
BAHAMAS,Highborn Cay,Spearfishing,N,Unknown
AUSTRALIA,Moreton Bay,Fishing for sharks,N,3.5 m white shark
SOUTH AFRICA,Jeffreys Bay,Surfing,N,2.5 m [8.25'] white shark
REUNION,Temple Tamoule,Surfing,Y,Unknown
USA,"Cocoa Beach, Brevard County",Surfing,N,Unknown
USA,"Sargent Beach, Matagorda County",Playing ,N,4' shark
USA,"Anahola, Kaua'i",Fell off surfboard 20' from shore,N,Unknown
USA,40 miles off Cocodrie,Spearfishing,N,1.8 m [6'] sandtiger shark
ITALY,"Marinella, between Punta Blanca & Marine del Carrara ",Windsurfing (urinating on his board),N,3 m [10'] white shark
SOUTH AFRICA,Jeffreys Bay,Surfing,N,3 m [10'] white shark
SOUTH AFRICA,Gonubie,Free diving,N,2.5 m [8.25'] white shark
USA,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,N,1.2 m [4'] shark
USA,"Pacific Beach, Grays Harbor County",Surfing (lying prone on his board),N,White shark
USA,"Monterey Bay, Monterey County",,N,5 m to 7 m white shark
USA,"Ho'okipa Beach, Pa'ia, Maui",Paddling on surfboard,N,Unknown
USA,"Kekaha Beach, Kaua'i",Paddling on surfboard,N,Unknown
AUSTRALIA,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,Y,2 m [6.75'] white shark
AUSTRALIA,Near Broome in Roebuck Bay,Kayaking,N,"Tiger shark, 3.5 m"
SOUTH AFRICA,Richards Bay,Windsurfing,N,Unknown
ITALY,"Golfo di Baratti, near Piombino (Tuscany)","Scuba diving, but swimming on surface",Y,6 m [20'] white shark
USA,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",Kayaking,N,Invalid
USA,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",Kayaking,Y,5 m [16.5'] white shark
USA,"Waialua Beach, Moloka'i",Body boarding,N,1.8 m to 2.4 m [6' to 8'] hammerhead shark
SOUTH AFRICA,Isipingo,Lifesaving drill,N,Unknown
USA,"Wailua, Kaua'i",Swimming in strong current with 3 others when he disappeared,Y,Unknown
AUSTRALIA,"Half Tide Beach, Evans Head",Surfing with dolphins,N,"Tiger shark, 4 m [13']"
PAPUA NEW GUINEA,Kavieng,"Scuba diving, hand feeding sharks",N,7' silvertip shark
USA,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",Spearfishing using scuba & trailing a string of bleeding fish,N,Unknown
CHILE,Valpariso,Skindiving,Y,16' white shark
AUSTRALIA,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Y,Unknown
AUSTRALIA,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Y,Unknown
USA,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Surfing (sitting on his board),N,5.5 m to 6 m [18' to 20']  white shark
AUSTRALIA,Phillip Island,Surfing,N,7' shark
USA,"Boca Raton, Palm Beach County",Surfing,N,6' shark
USA,"Fort Pierce, St. Lucie County ",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark
USA,"Playalinda, Brevard County",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark
AUSTRALIA,Moama Beach,Surfing,N,Unknown
USA,"Sanibel Island, Lee County",Wading,N,1.2 m [4'] shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,5' shark
PAPUA NEW GUINEA,Between Nago and Makau,Diving,Y,Unknown
USA,"Shell Island Panama City Beach, Bay County",Walking,N,1.8 m [6'] shark
USA,"Shell Island Panama City Beach, Bay County",Snorkeling,Y,3 m [10'] bull shark
USA,New Orleans,Diving in Sharkey's Reef restaurant’s aquarium,N,"Tiger shark, 1.8 m [6']"
ITALY,Ippocampo,,N,Unknown
JAPAN,Ogasawara Islands,,N,Unknown
USA,"Klamath River, Del Norte County",Surfing,N,2.4 m to 3 m [8' to 10'] white shark
USA,"Jensen Beach, Martin County",Swimming,N,Unknown
USA,"New Smyrna Beach, Volusia County",Boogie boarding,N,Unknown
SOUTH AFRICA,Sculphoek,Spearfishing,N,White shark
USA,"Ocracoke, Hyde County",Scuba diving,N,Sandtiger shark
USA,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,N,Sand shark?
USA,"Daytona Beach, Volusia County",Swimming,N,Unknown
USA,"Daytona Beach, Volusia County",Surfing,N,1.8 m to 2.4 m [6' to 8'] shark
USA,"Paradise Beach Park, Brevard County",Surfing,N,Unknown
USA,"Melbourne Beach, Brevard County",Surfing / treading water,N,Unknown
REUNION,Embouchure de l'étang du Gol,pêcheur de bichiques,Y,Unknown
USA,"North of Morro Rock, San Luis Obispo County",Surfing,N,White shark
USA,"Singer Island, Riviera Beach, Palm Beach County",Swimming,N,Unknown
USA,"Waihe'e, Maui",Onboard 21' powerboat that capsized in rough seas,N,Shark involvement prior to death was not confirmed
USA,"Singer Island, Riviera Beach, Palm Beach County",Surfing,N,Unknown
USA,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,N,Unknown
SOUTH AFRICA,La Lucia,,N,Shark involvement prior to death was not confirmed
USA,"Singer Island, Riviera Beach, Palm Beach County",Standing ,N,Unknown
USA,"Running Waters Beach, Ninini Point, Kaua'i",Body surfing,N,Unknown
SOUTH AFRICA,Isipingo,Surfing,N,1.5 m to 2 m [5' to 6.75'] shark
REUNION,Pic du Diable,Surfing,N,Unknown
SOUTH AFRICA,"Brighton Beach, Durban",,N,"Raggedtooth shark, 2 m"
SOUTH AFRICA,Nahoon,Surfing,N,"1 m ""grey-colored"" shark"
SOUTH AFRICA,Mtunzini,Lying atop surfboard,N,Zambezi shark (tooth fragments recovered)
AUSTRALIA,18 km west of Bunbury,Drift fishing,N,"Mako shark, 3 m [10'], 200-kg [441-lb]"
SOUTH AFRICA,Durban,Surfing,N,Shark involvement not confirmed
SOUTH AFRICA,Struisbaai,Attempting to lasso shark's tail,N,1.5 m copper shark
SOUTH AFRICA,Great Brak River,"Returning to shore, collided with shark",N,6 m shark
AUSTRALIA,Sydney,Surfing,N,Wobbegong shark
PHILIPPINES,Off Manila,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,Y,Unknown
USA,"Palm Beach, Palm Beach County",Surfing,N,1.8 m [6'] blacktip shark
AUSTRALIA,Shoalhaven,,N,Shark involvement prior to death was not confirmed
USA,"North of Jupiter Inlet, Palm Beach County",Surfing,N,Unknown
SOUTH AFRICA,St. Lucia,,N,Shark involvement prior to death was not confirmed
USA,"Davenport Light, San Mateo County",Surfing,N,2 m [6.75'] shark
SOUTH AFRICA,Richards Bay,Boogie boarding,N,Questionable incident
SOUTH AFRICA,"Seal Island, False Bay",Spearfishing,N,White shark
DOMINICAN REPUBLIC,Mona Passage,"Vessel caught fire & capsized, survivors in the water",Y,40 to 50 sharks attacked survivors in the water
AUSTRALIA,"Merino Rocks, Adelaide",Scuba Diving for scallops,Y,White shark
SOUTH AFRICA,Still Bay,Surfing,N,3.5 m [11.5']  white shark
USA,"Satellite  Beach, Brevard County",Wading,N,1.2 m to 1.5 m [4' to 5'] shark
USA,"Tunitas Beach, San Mateo County",Surfing (sitting on his board),N,5.7 m white shark
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,3' to 4' shark
USA,"Mustang Island, near Port Aransas",Body surfing,N,4' shark
USA,"Mustang Island, near Port Aransas",Wading,N,4' shark
USA,Winyah Bay,Dropping anchor,N,12' shark
BAHAMAS,Sampson Cay,Snorkeling,N,Unknown
USA,"Nest Key, Monroe County",Fishing,N,1.5 m [5'] blacktip shark
USA,"Myrtle Beach, Horry County",,N,1.5 m to 1.8 m [5' to 6'] shark
USA,"St Augustine, St. Johns County",Surfing,N,Unknown
SOUTH AFRICA,Port Shepstone,Fishing,N,Shark involvement prior to death was not confirmed
USA,"Mustang Island, near Port Aransas",Swimming,N,Unknown
USA,"Kailua-Kona, Hawai'i",Swimming from shore to anchored sailboat,Y,Unknown
VANUATU,Vao Island,Swimming,Y,4.3 m shark
AUSTRALIA,Fourth Beach / Twilgth Beach,Surfing,N,"Bronze whaler shark, 2 m to 3 m"
SOUTH AFRICA,Muizenberg,,N,3 m white shark
USA,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,N,Spinner shark
SOUTH AFRICA,Eerste River,Spearfishing,N,>2.5 m [8.25'] white shark
AUSTRALIA,Lizard Island,Swimming,N,Unknown
MONTENEGRO,"Mogren Beach, Budva",Jumped into the water from a cliff,N,Doubtful / Unconfirmed attack / Unable to verify in local records
ITALY,"Marciana Marina, Isola d'Elba",Boat,N,White shark
SOUTH AFRICA,Agulhas Banks,Spearfishing,N,"Raggedtooth shark, 2.5 m [8.25']"
SOUTH AFRICA,SAOU Strand,Body boarding,Y,3 m [10'] white shark
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark
BAHAMAS,Off Cay Sal  Banks,Adrift after ditching plane in the sea,N,Unknown
USA,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",Free diving  & spearfishing (submerged),N,5 m to 6 m [16.5' to 20'] white shark
SOUTH AFRICA,Platbank,Spearfishing,N,Invalid
NEW CALEDONIA,I'le Ouen,Spearfishing,N,Tiger shark
USA,"Daytona Beach, Volusia County",Surfing,N,Unknown
USA,"Indiatlantic, Brevard County",Surfing,N,Unknown
USA,"Tiger Shores Beach, Martin County",Surfing,N,Unknown
SOUTH AFRICA,Umhlanga,NSB Meshing,N,"Raggedtooth shark, 1.96 m, 140-kg"
USA,"Sanibel Island, Lee County",Swimming,N,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
SOUTH AFRICA,St. Michaels,Racing ski,N,1.6 m shark
AUSTRALIA,"Direction Island, Cocos Islands",,UNKNOWN,Unknown
USA,"Floridana Beach, Brevard County",Surfing,N,Bull shark
USA,"Pinellas Point, Tampa Bay",,N,Shark involvement prior to death was not confirmed
USA,"Ormond Beach / Daytona Beach, Volusia County",Surfing,N,Unknown
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Masonboro Inlet, New Hanover County",Surfing,N,Unknown
SOUTH AFRICA,Reef on seaward side of Geyser Island,Spearfishing,N,Invalid
AUSTRALIA,"North Head, Sydney Harbour",Scuba diving,N,Wobbegong shark
FRANCE,Gruissan,,N,Unknown
AUSTRALIA,3 km west of Rottnest Island,Fishing,N,Tooth fragment of a white shark recovered. Authorities believed shark was 6 m [20']  total length
USA,"Myrtle Beach, Horry County",,N,1.5 m [5'] shark
SOUTH AFRICA,LaMercy,Spearfishing,N,1.2 m [4'] dusky shark
AUSTRALIA,"North Head, Sydney Harbour",Scuba diving,N,Wobbegong shark
USA,"Kaliiwi, Kauai","Fishing, fell from rocks & disappeared",Y,Unknown
SPAIN,Lloret-de-Mar,Diving,N,2 m shark
SPAIN,Tarifa ,Windsurfing,N,3.5 m white shark
SOUTH AFRICA,"North Beach, Durban",Treading water,N,>1 m shark
SOUTH AFRICA,"The Fence, King's Beach, Port Elizabeth",Surfing,N,2 m [6.75'] shark
SOUTH AFRICA,East London,Surfing,N,>2.4 m [8'] white shark
SOUTH AFRICA,Cape Recife,Surfing,N,Unknown
SOUTH AFRICA,"King's Beach, Port Elizabeth",Swimming,N,Raggedtooth shark
SOUTH AFRICA,Arniston,Spearfishing,N,"Raggedtooth shark, 2 m [6.75']"
AUSTRALIA,Jan Juc Beach,Surfing,N,"Bronze whaler shark, 3.5 m"
USA,"Singer Island, Riviera Beach, Palm Beach County",Surfing,N,Blacktip shark
USA,"Linda Mar Beach, Pedro Point, San Mateo County",Surfing,N,1.5 m [5'] shark
SOUTH AFRICA,Garvies Beach,Surfing,N,Unknown
USA,New Hanover County,,N,Sandtiger shark
AUSTRALIA,Gladstone,Fishing,N,1m shark
USA,"Southeast Farallon Island, Farallon Islands",Boat,N,5.2 to 5.8 m white shark
USA,5 miles south of Redondo Beach,Fishing,N,Unknown
SOUTH AFRICA,East London,Body boarding,N,2.5 m [8.25'] white shark
USA,"Point Conception, Santa Barbara County",Diving for abalone (Hookah),N,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark
USA,"Little Glass Shacks, Princeville, Kaua'i",Body boarding,N,"Thought to involve a Tiger shark,  3.7 m [12']"
USA,"Barbers Point, O'ahu",Floating on inner tube after diving for lobster,N,1.8 m to 2.4 m [6' to 8'] shark
USA,"Gulf Shores, Baldwin County",Fishing,N,"6', 100-lb shark"
USA,"Elephant Rock near Tomales Point, Marin County",Free diving & spearfishing (descending),N,4 m to 5 m [13' to 16.5'] white shark
SOUTH AFRICA,T.O. Strand,Swimming,N,Shark involvement prior to death was not confirmed
USA,"Palm Beach, Palm Beach County",Scuba diving,N,1.8 m silky shark
USA,"Fort Pierce Inlet, St Lucie County",Swimming,N,Invalid
USA,"Palmetto Dunes, Hilton Head, Beaufort County",Wading,N,Unknown
USA,"New Smyrna Beach, Volusia County",Wading,N,Shark involvement not confirmed
USA,"Bayport, Hernando County",Scuba diving,N,Shark involvement prior to death not confirmed
USA,"Daytona Beach, Volusia County",Wading,N,Possibly a small hammerhead shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",Bottom fishing for lingcod & had hooked a fish,N,5 m to 6 m [16.5' to 20'] white shark
USA,"Folly Beach, Charleston County",Playing in knee-deep water,N,"Tiger shark, 2.4 m to 2.7 m [8' to 9']"
ITALY,Punta Secca,Snorkeling,N,"3 m to 3.6 m  [10' to 11'9""] white shark"
USA,"Long Beach, Los Angeles County","Surfing, but lying prone on his board",N,Shark involvement not confirmed
SOUTH AFRICA,Umdhloti,Spearfishing,N,30-kg [66-lb] shark
USA,"Palm Beach, Palm Beach County",Surfing,N,Unknown
AUSTRALIA,"Wiseman’s Beach, Peake Bay, Port Lincoln",Free diving for scallops,Y,6 m [20'] white shark
USA,"San Miguel Island, Santa Barbara County",Scuba Diving for lobster (at surface),N,6 m [20'] white shark
USA,"15 miles north of Sebastian Inlet, Brevard County",Surfing,N,Unknown
SOUTH AFRICA,Struisbaai,Swimming,N,Raggedtooth shark
SOUTH AFRICA,Umzimkulu,,N,Shark involvement prior to death was not confirmed
SOUTH AFRICA,Umbogintwini,Surfing,N,"3.5 m white shark, tooth fragments recovered"
NEW ZEALAND,Christchurch,Investigating shark sighting,N,6 m shark
SOUTH AFRICA,"Buffels Bay, False Bay",Spearfishing,N,3.5 m [11.5'] white shark
NEW CALEDONIA,Amedee Island,Spearfishing,N,Tiger shark
SOUTH AFRICA,Salt Rock,Spearfishing,N,1.5 m [5'] dusky shark
VANUATU,"Port Sandwich Bay, Lamap, Malakula",,Y,Unknown
IRAN,"Ramin, near Ahvaz",Fishing,Y,Bull shark
ITALY,"Marciana Marina, Isola d'Elba",Boat,N,White shark
AUSTRALIA,1 km off Black's Beach,Sailing on catamaran & fell into the water,Y,"Tiger shark, 4 m"
USA,"Jupiter Island Beach, Martin County",Surfing,N,1.2 m [4'] shark
USA,"Fowey Rock, Key Biscayne",Spearfishing,N,"""a small shark"""
USA,"Wabasso Beach, Indian River County",Swimming,N,Shark involvement prior to death was not confirmed
USA,"3 miles south of Sebastian Inlet State Park, Indian River County",Surfing or body surfing,N,1.5 m [5'] shark
USA,"Boynton Beach, Palm Beach County",Wading,N,Shark involvement not confirmed; officials considered barracua
USA,"Bob Graham Beach, Martin County",Surfing,N,1.2 m [4'] blacktip shark
USA,"""Turnaround"", Cape Kiwanda, Tillamook County",Surfing (sitting on his board),N,3 m to 5 m [10' to 16.5'] white shark
USA,"Tomales Point, Marin County","Free diving , but surfacing",N,3 m to 4 m [10' to 13']  white shark
USA,Volusia County,Surfing,N,Unknown
USA,"Indiatlantic, Brevard County",Surfing,N,Hammerhead shark?+O2356
USA,Volusia County,Swimming,UNKNOWN,Unknown
USA,"Mission Beach, San Diego County",Wading,N,small blue shark
USA,"Pigeon Point, San Mateo County",Skindiving,Y,4.5 m to 5 m white shark
MEXICO,Guadalupe Island,Spearfishing,N,4.5 m to 5.5m white shark
USA,"Off Crystal River, Citrus County",Boat capsized?,N,Invalid
INDONESIA,Bali,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",Y,Unknown
USA,South Padre Island,Swimming,N,Unknown
USA,South Padre Island,Swimming,N,1.2 m [4'] shark
SOUTH AFRICA,Cape Point,Spearfishing,N,Shark involvement prior to death was not confirmed
SOUTH AFRICA,Sodwana,Spearfishing,N,Raggedtooth shark
SOUTH AFRICA,"Muizenberg, False Bay",Surfing,N,2.4 m [8'] white shark
USA,"Kane'ohe Bay, O'ahu",Towing her sister on plastic ski board,N,1.2 m to 1.5 m [4' to 5'] hammerhead shark
VANUATU,"Atchin Island, off Malakula",Swimming,Y,Unknown
SOUTH AFRICA,Arniston,Spearfishing,N,Unknown
SOUTH AFRICA,Amanzimtoti,Surfing,N,Unknown
SOUTH AFRICA,Swartkops River mouth,Rowing,N,2.5 m [8.25'] shark
AUSTRALIA,Coral Bay,,UNKNOWN,Unknown
SOUTH AFRICA,"Paradise Beach, Jeffrey’s Bay",Fishing,N,"Raggedtooth shark, 56-kg [123-lb]"
SOUTH AFRICA,"Shark tank at Oceanographic Research Insitute, Durban",Scuba diving,N,1.5 m [5'] dusky shark
SOUTH AFRICA,St. George’s Strand,,N,Shark involvement prior to death was not confirmed
AUSTRALIA,Derwent Island,Spearfishing,N,1.5 m white-tipped reef shark
SOUTH AFRICA,Port Alfred,Swimming,N,"Raggedtooth shark, 1 m"
SOUTH AFRICA,Umlaas Canal,,Y,Unknown
USA,San Francisco,Steinhart Aquarium,N,Sevengill shark
USA,"Indiatlantic, Brevard County",Surfing,N,Unknown
USA,"Riviera Beach, Palm Beach County",Surfing,N,Unknown
AUSTRALIA,"Dangerous Reef, South Neptune Island",Scuba diving for abalone,N,12' white shark
SOUTH AFRICA,Great Fish River,Swimming,N,Unknown
SOUTH AFRICA,Nahoon,Swimming,N,"Raggedtooth shark, >1 m"
SOUTH AFRICA,LaMercy,,N,Invalid
USA,"Melbourne Beach, Brevard County",Surfing,N,Tiger shark
SOUTH AFRICA,Tongaat,Swimming,N,Shark involvement prior to death was not confirmed
USA,"Stuart Beach, Martin County",Surfing,N,1.5 m [5'] shark
USA,"Daytona Beach, Volusia County",Wading,N,4.5' shark
USA,"Off Lake Worth, Palm Beach County",Standing,N,Unknown
USA,"Cape Kiwanda,Tillamook County",Surfing,N,White shark
SOUTH AFRICA,"Seal Island, False Bay",Spearfishing,N,5 m [16.5'] white shark
